id,name,wikipedia_url,occupation,birth_year,birth_month,birth_day,birth_hour,birth_minute,birth_location,unknown_time,sun_sign_sidereal,sun_sign_tropical,moon_sign_sidereal,moon_sign_tropical,life_path_number,day_number,chinese_zodiac_animal,page_views,created_at,updated_at,has_chart_data_json,has_planetary_placements_json,has_top_aspects_json
6656,Celina Jaitly,https://en.wikipedia.org/wiki/Celina_Jaitly,models,1981,11,24,,,Shimla,True,Scorpio,Sagittarius,Virgo,Scorpio,9,6,Rooster,311312,2025-12-10 21:22:43,2025-12-10 23:24:08,Yes,No,No
6657,Bérénice Marlohe,https://en.wikipedia.org/wiki/Bérénice_Marlohe,models,1979,5,19,,,Paris,True,Taurus,Taurus,Aquarius,Pisces,5,1,Goat,309388,2025-12-10 21:22:43,2025-12-10 23:24:08,Yes,No,No
6658,Liya Kebede,https://en.wikipedia.org/wiki/Liya_Kebede,models,1978,3,1,,,Addis Ababa,True,Aquarius,Pisces,Libra,Scorpio,11/2,1,Horse,89663,2025-12-10 21:22:43,2025-12-10 23:24:08,Yes,No,No
6659,Talisa Soto,https://en.wikipedia.org/wiki/Talisa_Soto,models,1967,3,27,,,Brooklyn,True,Pisces,Aries,Virgo,Libra,8,9,Goat,433785,2025-12-10 21:22:43,2025-12-10 23:24:08,Yes,No,No
6660,Lisa Ray,https://en.wikipedia.org/wiki/Lisa_Ray,models,1972,4,4,,,Toronto,True,Pisces,Aries,Ophiuchus,Sagittarius,9,4,Rat,196695,2025-12-10 21:22:43,2025-12-10 23:24:08,Yes,No,No
6661,Amrita Arora,https://en.wikipedia.org/wiki/Amrita_Arora,models,1981,1,31,,,Chembur,True,Capricorn,Aquarius,Ophiuchus,Sagittarius,6,4,Monkey,199944,2025-12-10 21:22:43,2025-12-10 23:24:08,Yes,No,No
6662,Manu Bennett,https://en.wikipedia.org/wiki/Manu_Bennett,models,1969,10,10,,,Rotorua,True,Virgo,Libra,Virgo,Libra,9,1,Rooster,292246,2025-12-10 21:22:43,2025-12-10 23:24:11,Yes,No,No
6663,Selma Ergeç,https://en.wikipedia.org/wiki/Selma_Ergeç,models,1978,11,1,,,Hamm,True,Virgo,Scorpio,Libra,Scorpio,1,1,Horse,33210,2025-12-10 21:22:43,2025-12-10 23:24:11,Yes,No,No
6664,Liu Wen,https://en.wikipedia.org/wiki/Liu_Wen,models,1988,1,27,,,Yongzhou,True,Capricorn,Aquarius,Taurus,Taurus,9,9,Rabbit,1743,2025-12-10 21:22:43,2025-12-10 23:24:11,Yes,No,No
6665,Rosanna Davison,https://en.wikipedia.org/wiki/Rosanna_Davison,models,1984,4,17,,,Dublin,True,Pisces,Aries,Libra,Scorpio,7,8,Rat,74672,2025-12-10 21:22:43,2025-12-10 23:24:11,Yes,No,No
6666,Lesley-Anne Down,https://en.wikipedia.org/wiki/Lesley-Anne_Down,models,1954,3,17,,,Wandsworth,True,Pisces,Pisces,Leo,Virgo,3,8,Horse,339812,2025-12-10 21:22:43,2025-12-10 23:24:11,Yes,No,No
6667,Imany,https://en.wikipedia.org/wiki/Imany,models,1979,4,5,,,Martigues,True,Pisces,Aries,Gemini,Cancer,8,5,Goat,23090,2025-12-10 21:22:43,2025-12-10 23:24:11,Yes,No,No
6668,Yasmine Bleeth,https://en.wikipedia.org/wiki/Yasmine_Bleeth,models,1968,6,14,,,New York City,True,Taurus,Gemini,Capricorn,Aquarius,8,5,Monkey,455908,2025-12-10 21:22:43,2025-12-10 23:24:11,Yes,No,No
6669,Mpule Kwelagobe,https://en.wikipedia.org/wiki/Mpule_Kwelagobe,models,1979,11,14,,,Gaborone,True,Libra,Scorpio,Leo,Virgo,33/6,5,Goat,27513,2025-12-10 21:22:43,2025-12-10 23:24:11,Yes,No,No
6670,Yui Aragaki,https://en.wikipedia.org/wiki/Yui_Aragaki,models,1988,6,11,,,Naha,True,Taurus,Gemini,Aries,Taurus,7,2,Dragon,90525,2025-12-10 21:22:43,2025-12-10 23:24:11,Yes,No,No
6671,Emilie Louise Flöge,https://en.wikipedia.org/wiki/Emilie_Louise_Flöge,models,1874,8,30,,,Vienna,True,Leo,Virgo,Pisces,Aries,4,3,Dog,53228,2025-12-10 21:22:43,2025-12-10 23:24:11,Yes,No,No
6672,Jay Park,https://en.wikipedia.org/wiki/Jay_Park,models,1987,4,25,,,Seattle,True,Aries,Taurus,Pisces,Aries,9,7,Rabbit,282717,2025-12-10 21:22:43,2025-12-10 23:24:14,Yes,No,No
6673,Olive Thomas,https://en.wikipedia.org/wiki/Olive_Thomas,models,1894,10,20,,,Charleroi,True,Virgo,Libra,Gemini,Cancer,7,2,Horse,74896,2025-12-10 21:22:43,2025-12-10 23:24:14,Yes,No,No
6674,Boris Kodjoe,https://en.wikipedia.org/wiki/Boris_Kodjoe,models,1973,3,8,,,Vienna,True,Aquarius,Pisces,Aries,Taurus,4,8,Ox,369644,2025-12-10 21:22:43,2025-12-10 23:24:14,Yes,No,No
6675,Persis Khambatta,https://en.wikipedia.org/wiki/Persis_Khambatta,models,1948,10,2,,,Mumbai,True,Virgo,Libra,Virgo,Libra,7,2,Rat,176744,2025-12-10 21:22:43,2025-12-10 23:24:14,Yes,No,No
6676,Karin Schubert,https://en.wikipedia.org/wiki/Karin_Schubert,models,1944,11,26,,,Hamburg,True,Scorpio,Sagittarius,Pisces,Aries,1,8,Monkey,45695,2025-12-10 21:22:43,2025-12-10 23:24:14,Yes,No,No
6677,Yu Wenxia,https://en.wikipedia.org/wiki/Yu_Wenxia,models,1989,8,6,,,Shangzhi,True,Cancer,Leo,Virgo,Libra,5,6,Snake,27019,2025-12-10 21:22:43,2025-12-10 23:24:14,Yes,No,No
6678,Mick Blue,https://en.wikipedia.org/wiki/Mick_Blue,models,1976,9,9,,,Graz,True,Leo,Virgo,Pisces,Pisces,5,9,Dragon,127102,2025-12-10 21:22:43,2025-12-10 23:24:14,Yes,No,No
6679,Lara-Isabelle Rentinck,https://en.wikipedia.org/wiki/Lara-Isabelle_Rentinck,models,1986,8,18,,,Berlin,True,Leo,Leo,Capricorn,Aquarius,5,9,Tiger,881,2025-12-10 21:22:43,2025-12-10 23:24:14,Yes,No,No
6680,Natalia Avelon,https://en.wikipedia.org/wiki/Natalia_Avelon,models,1980,3,29,,,Wrocław,True,Pisces,Aries,Leo,Virgo,5,11/2,Monkey,11759,2025-12-10 21:22:43,2025-12-10 23:24:14,Yes,No,No
6681,Caprice Bourret,https://en.wikipedia.org/wiki/Caprice_Bourret,models,1971,10,24,,,Hacienda Heights,True,Virgo,Scorpio,Sagittarius,Sagittarius,7,6,Pig,94953,2025-12-10 21:22:43,2025-12-10 23:24:14,Yes,No,No
6682,Richard Grieco,https://en.wikipedia.org/wiki/Richard_Grieco,models,1965,3,23,,,Watertown,True,Pisces,Aries,Ophiuchus,Sagittarius,11/2,5,Snake,202582,2025-12-10 21:22:43,2025-12-10 23:24:17,Yes,No,No
6683,Kiko Mizuhara,https://en.wikipedia.org/wiki/Kiko_Mizuhara,models,1990,10,15,,,United States,True,Virgo,Libra,Leo,Virgo,8,6,Horse,110986,2025-12-10 21:22:43,2025-12-10 23:24:17,Yes,No,No
6684,Laura Berlin,https://en.wikipedia.org/wiki/Laura_Berlin,models,1990,3,13,,,Berlin,True,Pisces,Pisces,Virgo,Libra,8,4,Horse,97492,2025-12-10 21:22:43,2025-12-10 23:24:17,Yes,No,No
6685,Lena Gercke,https://en.wikipedia.org/wiki/Lena_Gercke,models,1988,2,29,,,Marburg,True,Aquarius,Pisces,Cancer,Leo,3,11/2,Dragon,22404,2025-12-10 21:22:43,2025-12-10 23:24:17,Yes,No,No
6686,Tomomi Itano,https://en.wikipedia.org/wiki/Tomomi_Itano,models,1991,7,3,,,Yokohama,True,Gemini,Cancer,Pisces,Pisces,3,3,Goat,16503,2025-12-10 21:22:43,2025-12-10 23:24:17,Yes,No,No
6687,Eva Rueber-Staier,https://en.wikipedia.org/wiki/Eva_Rueber-Staier,models,1951,2,20,,,Bruck an der Mur,True,Aquarius,Pisces,Leo,Leo,2,2,Rabbit,15973,2025-12-10 21:22:43,2025-12-10 23:24:17,Yes,No,No
6688,Christine Boisson,https://en.wikipedia.org/wiki/Christine_Boisson,models,1956,4,8,,,Salon-de-Provence,True,Pisces,Aries,Aquarius,Pisces,33/6,8,Monkey,16196,2025-12-10 21:22:43,2025-12-10 23:24:17,Yes,No,No
6689,Musetta Vander,https://en.wikipedia.org/wiki/Musetta_Vander,models,1963,5,26,,,Durban,True,Taurus,Gemini,Gemini,Cancer,5,8,Rabbit,85945,2025-12-10 21:22:43,2025-12-10 23:24:17,Yes,No,No
6690,Sei Ashina,https://en.wikipedia.org/wiki/Sei_Ashina,models,1983,11,22,,,Fukushima,True,Libra,Scorpio,Taurus,Gemini,9,4,Pig,21493,2025-12-10 21:22:43,2025-12-10 23:24:17,Yes,No,No
6691,Erika Toda,https://en.wikipedia.org/wiki/Erika_Toda,models,1988,8,17,,,Nada-ku,True,Leo,Leo,Virgo,Libra,6,8,Dragon,51563,2025-12-10 21:22:43,2025-12-10 23:24:17,Yes,No,No
6692,Tara Conner,https://en.wikipedia.org/wiki/Tara_Conner,models,1985,12,18,,,Dallas,True,Ophiuchus,Sagittarius,Pisces,Pisces,8,9,Ox,38067,2025-12-10 21:22:43,2025-12-10 23:24:21,Yes,No,No
6693,Julia Stegner,https://en.wikipedia.org/wiki/Julia_Stegner,models,1984,11,2,,,Munich,True,Virgo,Scorpio,Aquarius,Pisces,8,2,Rat,9607,2025-12-10 21:22:43,2025-12-10 23:24:21,Yes,No,No
6694,Suze Randall,https://en.wikipedia.org/wiki/Suze_Randall,models,1946,5,18,,,Worcester,True,Taurus,Taurus,Ophiuchus,Sagittarius,7,9,Dog,71452,2025-12-10 21:22:43,2025-12-10 23:24:21,Yes,No,No
6695,Carla Gallo,https://en.wikipedia.org/wiki/Carla_Gallo,models,1975,6,24,,,Brooklyn,True,Gemini,Cancer,Sagittarius,Capricorn,7,6,Rabbit,241044,2025-12-10 21:22:43,2025-12-10 23:24:21,Yes,No,No
6696,Jenny Shimizu,https://en.wikipedia.org/wiki/Jenny_Shimizu,models,1967,6,16,,,San Jose,True,Taurus,Gemini,Virgo,Libra,9,7,Goat,286633,2025-12-10 21:22:43,2025-12-10 23:24:21,Yes,No,No
6697,Xenia Tchoumitcheva,https://en.wikipedia.org/wiki/Xenia_Tchoumitcheva,models,1987,8,5,,,Lugano,True,Cancer,Leo,Ophiuchus,Sagittarius,11/2,5,Rabbit,28412,2025-12-10 21:22:43,2025-12-10 23:24:21,Yes,No,No
6698,Chris Dickerson,https://en.wikipedia.org/wiki/Chris_Dickerson,models,1939,8,25,,,Montgomery,True,Leo,Virgo,Sagittarius,Capricorn,1,7,Rabbit,203,2025-12-10 21:22:43,2025-12-10 23:24:21,Yes,No,No
6699,Rika Ishikawa,https://en.wikipedia.org/wiki/Rika_Ishikawa,models,1985,1,19,,,Yokosuka,True,Sagittarius,Capricorn,Sagittarius,Capricorn,7,1,Rat,6782,2025-12-10 21:22:43,2025-12-10 23:24:21,Yes,No,No
6700,Daniel Bernhardt,https://en.wikipedia.org/wiki/Daniel_Bernhardt,models,1965,8,31,,,Ittigen,True,Leo,Virgo,Virgo,Scorpio,33/6,4,Snake,191448,2025-12-10 21:22:43,2025-12-10 23:24:21,Yes,No,No
6701,Julio Iglesias Jr.,https://en.wikipedia.org/wiki/Julio_Iglesias_Jr.,models,1973,2,25,,,Madrid,True,Aquarius,Pisces,Scorpio,Sagittarius,11/2,7,Ox,206051,2025-12-10 21:22:43,2025-12-10 23:24:21,Yes,No,No
6702,Alice Hirose,https://en.wikipedia.org/wiki/Alice_Hirose,models,1994,12,11,,,Shimizu-ku,True,Ophiuchus,Sagittarius,Pisces,Aries,1,2,Dog,40879,2025-12-10 21:22:43,2025-12-10 23:24:24,Yes,No,No
6703,Mikako Ichikawa,https://en.wikipedia.org/wiki/Mikako_Ichikawa,models,1978,6,13,,,Ota,True,Taurus,Gemini,Leo,Virgo,8,4,Horse,27802,2025-12-10 21:22:43,2025-12-10 23:24:24,Yes,No,No
6704,Mariko Shinoda,https://en.wikipedia.org/wiki/Mariko_Shinoda,models,1986,3,11,,,Maebaru,True,Pisces,Pisces,Pisces,Aries,11/2,2,Tiger,20731,2025-12-10 21:22:43,2025-12-10 23:24:24,Yes,No,No
6705,Yurina Kumai,https://en.wikipedia.org/wiki/Yurina_Kumai,models,1993,8,3,,,Kanagawa Prefecture,True,Cancer,Leo,Capricorn,Aquarius,33/6,3,Rooster,2886,2025-12-10 21:22:57,2025-12-10 23:24:24,Yes,No,No
6706,Sabine Moussier,https://en.wikipedia.org/wiki/Sabine_Moussier,models,1966,7,12,,,Leverkusen,True,Gemini,Cancer,Aries,Taurus,5,3,Horse,42425,2025-12-10 21:22:57,2025-12-10 23:24:24,Yes,No,No
6707,Sara Nuru,https://en.wikipedia.org/wiki/Sara_Nuru,models,1989,8,19,,,Erding,True,Leo,Leo,Pisces,Pisces,9,1,Snake,7480,2025-12-10 21:22:57,2025-12-10 23:24:24,Yes,No,No
6708,Lynn Hung,https://en.wikipedia.org/wiki/Lynn_Hung,models,1981,10,10,,,Nanjing,True,Virgo,Libra,Aquarius,Pisces,3,1,Rooster,52348,2025-12-10 21:22:57,2025-12-10 23:24:24,Yes,No,No
6709,Palina Rojinski,https://en.wikipedia.org/wiki/Palina_Rojinski,models,1985,4,21,,,Saint Petersburg,True,Aries,Taurus,Aries,Taurus,3,3,Ox,18799,2025-12-10 21:22:57,2025-12-10 23:24:24,Yes,No,No
6710,Ulla Weigerstorfer,https://en.wikipedia.org/wiki/Ulla_Weigerstorfer,models,1967,8,16,,,Bad Aussee,True,Leo,Leo,Sagittarius,Capricorn,11/2,7,Goat,4516,2025-12-10 21:22:57,2025-12-10 23:24:24,Yes,No,No
6711,Kaho,https://en.wikipedia.org/wiki/Kaho,models,1991,6,30,,,Tokyo,True,Gemini,Cancer,Capricorn,Aquarius,11/2,3,Goat,619,2025-12-10 21:22:57,2025-12-10 23:24:24,Yes,No,No
6712,Emi Takei,https://en.wikipedia.org/wiki/Emi_Takei,models,1993,12,25,,,Nagoya,True,Sagittarius,Capricorn,Taurus,Taurus,5,7,Rooster,37011,2025-12-10 21:22:57,2025-12-10 23:24:27,Yes,No,No
6713,Anastasia Zadorozhnaya,https://en.wikipedia.org/wiki/Anastasia_Zadorozhnaya,models,1985,8,30,,,Vytegra,True,Leo,Virgo,Aquarius,Pisces,7,3,Ox,3890,2025-12-10 21:22:57,2025-12-10 23:24:27,Yes,No,No
6714,Jasmin Gerat,https://en.wikipedia.org/wiki/Jasmin_Gerat,models,1978,12,25,,,Berlin,True,Sagittarius,Capricorn,Virgo,Scorpio,8,7,Horse,5814,2025-12-10 21:22:57,2025-12-10 23:24:27,Yes,No,No
6715,Leslie Stefanson,https://en.wikipedia.org/wiki/Leslie_Stefanson,models,1971,5,10,,,Fargo,True,Aries,Taurus,Libra,Scorpio,6,1,Pig,473800,2025-12-10 21:22:57,2025-12-10 23:24:27,Yes,No,No
6716,Haiducii,https://en.wikipedia.org/wiki/Haiducii,models,1971,6,14,,,Bucharest,True,Taurus,Gemini,Aquarius,Pisces,11/2,5,Pig,15567,2025-12-10 21:22:57,2025-12-10 23:24:27,Yes,No,No
6717,Mirei Kiritani,https://en.wikipedia.org/wiki/Mirei_Kiritani,models,1989,12,16,,,Ichihara,True,Ophiuchus,Sagittarius,Cancer,Leo,1,7,Snake,22894,2025-12-10 21:22:57,2025-12-10 23:24:27,Yes,No,No
6718,Torsten Amft,https://en.wikipedia.org/wiki/Torsten_Amft,models,1971,1,14,,,Leipzig,True,Sagittarius,Capricorn,Leo,Leo,6,5,Dog,1059,2025-12-10 21:22:57,2025-12-10 23:24:27,Yes,No,No
6719,Katie Lohmann,https://en.wikipedia.org/wiki/Katie_Lohmann,models,1980,1,29,,,Scottsdale,True,Capricorn,Aquarius,Gemini,Cancer,3,11/2,Goat,7044,2025-12-10 21:22:57,2025-12-10 23:24:27,Yes,No,No
6720,Karlee Perez,https://en.wikipedia.org/wiki/Karlee_Perez,models,1986,4,19,,,Tampa,True,Pisces,Aries,Leo,Leo,11/2,1,Tiger,989,2025-12-10 21:22:57,2025-12-10 23:24:27,Yes,No,No
6721,Lara Cox,https://en.wikipedia.org/wiki/Lara_Cox,models,1978,3,6,,,Canberra,True,Aquarius,Pisces,Capricorn,Aquarius,7,6,Horse,30235,2025-12-10 21:22:57,2025-12-10 23:24:27,Yes,No,No
6722,Tereza Fajksová,https://en.wikipedia.org/wiki/Tereza_Fajksová,models,1989,5,17,,,Ivančice,True,Taurus,Taurus,Virgo,Libra,4,8,Snake,4801,2025-12-10 21:22:57,2025-12-10 23:24:30,Yes,No,No
6723,Christa Rigozzi,https://en.wikipedia.org/wiki/Christa_Rigozzi,models,1983,5,2,,,Monte Carasso,True,Aries,Taurus,Sagittarius,Capricorn,1,2,Pig,2305,2025-12-10 21:22:57,2025-12-10 23:24:30,Yes,No,No
6724,Vera Jordanova,https://en.wikipedia.org/wiki/Vera_Jordanova,models,1975,8,28,,,Helsinki,True,Leo,Virgo,Aries,Taurus,4,1,Rabbit,23487,2025-12-10 21:22:57,2025-12-10 23:24:30,Yes,No,No
6725,Anne Watanabe,https://en.wikipedia.org/wiki/Anne_Watanabe,models,1986,4,14,,,Shibuya,True,Pisces,Aries,Taurus,Gemini,33/6,5,Tiger,95504,2025-12-10 21:22:57,2025-12-10 23:24:30,Yes,No,No
6726,Natsuki Katō,https://en.wikipedia.org/wiki/Natsuki_Katō,models,1985,7,26,,,Yurihonjo,True,Cancer,Leo,Libra,Scorpio,11/2,8,Ox,4454,2025-12-10 21:22:57,2025-12-10 23:24:30,Yes,No,No
6727,Natsuna Watanabe,https://en.wikipedia.org/wiki/Natsuna_Watanabe,models,1989,5,23,,,Saitama,True,Taurus,Gemini,Sagittarius,Capricorn,1,5,Snake,11614,2025-12-10 21:22:57,2025-12-10 23:24:30,Yes,No,No
6728,Alisar Ailabouni,https://en.wikipedia.org/wiki/Alisar_Ailabouni,models,1989,3,21,,,Damascus,True,Pisces,Aries,Leo,Virgo,33/6,3,Snake,5022,2025-12-10 21:22:57,2025-12-10 23:24:30,Yes,No,No
6729,Michelle Bauer,https://en.wikipedia.org/wiki/Michelle_Bauer,models,1958,10,1,,,Montebello,True,Virgo,Libra,Aries,Taurus,7,1,Dog,60534,2025-12-10 21:22:57,2025-12-10 23:24:30,Yes,No,No
6730,Christa Linder,https://en.wikipedia.org/wiki/Christa_Linder,models,1943,12,3,,,Berchtesgaden,True,Scorpio,Sagittarius,Aquarius,Aquarius,5,3,Goat,5324,2025-12-10 21:22:57,2025-12-10 23:24:30,Yes,No,No
6731,Ai Tominaga,https://en.wikipedia.org/wiki/Ai_Tominaga,models,1982,8,1,,,Sagamihara,True,Cancer,Leo,Sagittarius,Capricorn,11/2,1,Dog,30645,2025-12-10 21:22:57,2025-12-10 23:24:30,Yes,No,No
6732,Erika Sema,https://en.wikipedia.org/wiki/Erika_Sema,models,1988,11,24,,,Tokyo,True,Scorpio,Sagittarius,Taurus,Gemini,7,6,Dragon,2069,2025-12-10 21:22:57,2025-12-10 23:24:34,Yes,No,No
6733,Rina Aizawa,https://en.wikipedia.org/wiki/Rina_Aizawa,models,1991,7,28,,,Osaka Prefecture,True,Cancer,Leo,Capricorn,Aquarius,1,1,Goat,40458,2025-12-10 21:22:57,2025-12-10 23:24:34,Yes,No,No
6734,Haruna Kawaguchi,https://en.wikipedia.org/wiki/Haruna_Kawaguchi,models,1995,2,10,,,Goto,True,Capricorn,Aquarius,Taurus,Gemini,9,1,Pig,31862,2025-12-10 21:22:57,2025-12-10 23:24:34,Yes,No,No
6735,Kyōko Hasegawa,https://en.wikipedia.org/wiki/Kyōko_Hasegawa,models,1978,7,22,,,Chiba,True,Cancer,Cancer,Aquarius,Pisces,9,4,Horse,6922,2025-12-10 21:22:57,2025-12-10 23:24:34,Yes,No,No
6736,Madhu Shalini,https://en.wikipedia.org/wiki/Madhu_Shalini,models,1989,7,21,,,Hyderabad,True,Cancer,Cancer,Aquarius,Pisces,1,3,Snake,93443,2025-12-10 21:22:57,2025-12-10 23:24:34,Yes,No,No
6737,Louise Glover,https://en.wikipedia.org/wiki/Louise_Glover,models,1983,2,8,,,St Helens,True,Capricorn,Aquarius,Sagittarius,Capricorn,4,8,Pig,30901,2025-12-10 21:22:57,2025-12-10 23:24:34,Yes,No,No
6738,Lisl Goldarbeiter,https://en.wikipedia.org/wiki/Lisl_Goldarbeiter,models,1909,3,23,,,Vienna,True,Pisces,Aries,Pisces,Aries,9,5,Rooster,2291,2025-12-10 21:22:57,2025-12-10 23:24:34,Yes,No,No
6739,Ellen Price,https://en.wikipedia.org/wiki/Ellen_Price,models,1878,6,21,,,Snekkersten,True,Gemini,Gemini,Aquarius,Pisces,33/6,3,Tiger,3752,2025-12-10 21:22:57,2025-12-10 23:24:34,Yes,No,No
6740,Sophia Thomalla,https://en.wikipedia.org/wiki/Sophia_Thomalla,models,1989,10,6,,,Berlin,True,Virgo,Libra,Ophiuchus,Sagittarius,7,6,Snake,214924,2025-12-10 21:22:57,2025-12-10 23:24:34,Yes,No,No
6741,Linda Fäh,https://en.wikipedia.org/wiki/Linda_Fäh,models,1987,11,10,,,Benken,True,Libra,Scorpio,Gemini,Cancer,1,1,Rabbit,2392,2025-12-10 21:22:57,2025-12-10 23:24:34,Yes,No,No
6742,Jade Jagger,https://en.wikipedia.org/wiki/Jade_Jagger,models,1971,10,21,,,Paris,True,Virgo,Libra,Libra,Scorpio,22/4,3,Pig,272809,2025-12-10 21:22:57,2025-12-10 23:24:36,Yes,No,No
6743,Ayame Gōriki,https://en.wikipedia.org/wiki/Ayame_Gōriki,models,1992,8,27,,,Yokohama,True,Leo,Virgo,Leo,Leo,11/2,9,Monkey,106,2025-12-10 21:22:57,2025-12-10 23:24:36,Yes,No,No
6744,Rosa Kato,https://en.wikipedia.org/wiki/Rosa_Kato,models,1985,6,22,,,Kagoshima Prefecture,True,Gemini,Cancer,Leo,Leo,33/6,4,Ox,9999,2025-12-10 21:22:57,2025-12-10 23:24:36,Yes,No,No
6745,Nana Eikura,https://en.wikipedia.org/wiki/Nana_Eikura,models,1988,2,12,,,Kagoshima Prefecture,True,Capricorn,Aquarius,Scorpio,Sagittarius,4,3,Dragon,31324,2025-12-10 21:22:57,2025-12-10 23:24:36,Yes,No,No
6746,Yumi Sugimoto,https://en.wikipedia.org/wiki/Yumi_Sugimoto,models,1989,4,1,,,Osaka,True,Pisces,Aries,Capricorn,Aquarius,5,1,Snake,8884,2025-12-10 21:22:57,2025-12-10 23:24:36,Yes,No,No
6747,Daul Kim,https://en.wikipedia.org/wiki/Daul_Kim,models,1989,5,31,,,Seoul,True,Taurus,Gemini,Pisces,Aries,9,4,Snake,40663,2025-12-10 21:22:57,2025-12-10 23:24:36,Yes,No,No
6748,Alodia Gosiengfiao,https://en.wikipedia.org/wiki/Alodia_Gosiengfiao,models,1988,3,9,,,Quezon City,True,Aquarius,Pisces,Libra,Scorpio,11/2,9,Dragon,53014,2025-12-10 21:22:57,2025-12-10 23:24:36,Yes,No,No
6749,Radost Bokel,https://en.wikipedia.org/wiki/Radost_Bokel,models,1975,6,4,,,Bad Langensalza,True,Taurus,Gemini,Pisces,Aries,5,4,Rabbit,7658,2025-12-10 21:22:57,2025-12-10 23:24:36,Yes,No,No
6750,Whitney Toyloy,https://en.wikipedia.org/wiki/Whitney_Toyloy,models,1990,7,21,,,Yverdon-les-Bains,True,Cancer,Cancer,Gemini,Cancer,11/2,3,Horse,1013,2025-12-10 21:22:57,2025-12-10 23:24:36,Yes,No,No
6751,Luna Haruna,https://en.wikipedia.org/wiki/Luna_Haruna,models,1991,10,11,,,Tokyo,True,Virgo,Libra,Libra,Sagittarius,5,2,Goat,7171,2025-12-10 21:22:57,2025-12-10 23:24:36,Yes,No,No
6752,Kayo Satoh,https://en.wikipedia.org/wiki/Kayo_Satoh,models,1988,12,26,,,Nagoya,True,Sagittarius,Capricorn,Cancer,Leo,1,8,Dragon,5885,2025-12-10 21:22:57,2025-12-10 23:24:40,Yes,No,No
6753,Kie Kitano,https://en.wikipedia.org/wiki/Kie_Kitano,models,1991,3,15,,,Yokosuka,True,Pisces,Pisces,Aquarius,Pisces,11/2,6,Goat,3926,2025-12-10 21:22:57,2025-12-10 23:24:40,Yes,No,No
6754,Erena Mizusawa,https://en.wikipedia.org/wiki/Erena_Mizusawa,models,1992,3,21,,,Nagoya,True,Pisces,Aries,Virgo,Scorpio,9,3,Monkey,3127,2025-12-10 21:22:57,2025-12-10 23:24:40,Yes,No,No
6755,Ryoko Yonekura,https://en.wikipedia.org/wiki/Ryoko_Yonekura,models,1975,8,1,,,Yokohama,True,Cancer,Leo,Taurus,Taurus,4,1,Rabbit,22490,2025-12-10 21:23:10,2025-12-10 23:24:40,Yes,No,No
6756,Michiko Kichise,https://en.wikipedia.org/wiki/Michiko_Kichise,models,1975,2,17,,,Fukuoka,True,Aquarius,Aquarius,Aries,Taurus,5,8,Rabbit,8512,2025-12-10 21:23:10,2025-12-10 23:24:40,Yes,No,No
6757,Yuri Ebihara,https://en.wikipedia.org/wiki/Yuri_Ebihara,models,1979,10,3,,,Miyazaki,True,Virgo,Libra,Aquarius,Pisces,3,3,Goat,4836,2025-12-10 21:23:10,2025-12-10 23:24:40,Yes,No,No
6758,Alice Panikian,https://en.wikipedia.org/wiki/Alice_Panikian,models,1985,5,23,,,Sofia,True,Taurus,Gemini,Gemini,Cancer,33/6,5,Ox,5630,2025-12-10 21:23:10,2025-12-10 23:24:40,Yes,No,No
6759,Daphne Deckers,https://en.wikipedia.org/wiki/Daphne_Deckers,models,1968,11,10,,,Nijmegen,True,Libra,Scorpio,Gemini,Cancer,9,1,Monkey,14452,2025-12-10 21:23:10,2025-12-10 23:24:40,Yes,No,No
6760,Suzan Anbeh,https://en.wikipedia.org/wiki/Suzan_Anbeh,models,1970,3,18,,,Oberhausen,True,Pisces,Pisces,Cancer,Leo,11/2,9,Dog,8631,2025-12-10 21:23:10,2025-12-10 23:24:40,Yes,No,No
6761,Rena Niehaus,https://en.wikipedia.org/wiki/Rena_Niehaus,models,1954,12,18,,,Oldenburg,True,Ophiuchus,Sagittarius,Virgo,Libra,4,9,Horse,7270,2025-12-10 21:23:10,2025-12-10 23:24:40,Yes,No,No
6762,Bongkoj Khongmalai,https://en.wikipedia.org/wiki/Bongkoj_Khongmalai,models,1985,4,15,,,Thailand,True,Pisces,Aries,Aquarius,Pisces,33/6,6,Ox,11539,2025-12-10 21:23:10,2025-12-10 23:24:43,Yes,No,No
6763,Meital Dohan,https://en.wikipedia.org/wiki/Meital_Dohan,models,1976,8,24,,,Givatayim,True,Leo,Virgo,Leo,Leo,1,6,Dragon,8733,2025-12-10 21:23:10,2025-12-10 23:24:43,Yes,No,No
6764,Sylvia von Harden,https://en.wikipedia.org/wiki/Sylvia_von_Harden,models,1894,3,28,,,Hamburg,True,Pisces,Aries,Sagittarius,Sagittarius,8,1,Horse,12385,2025-12-10 21:23:10,2025-12-10 23:24:43,Yes,No,No
6765,Kai Fischer,https://en.wikipedia.org/wiki/Kai_Fischer,models,1934,3,18,,,Prague,True,Pisces,Pisces,Aries,Taurus,11/2,9,Dog,3057,2025-12-10 21:23:10,2025-12-10 23:24:43,Yes,No,No
6766,Lauriane Gilliéron,https://en.wikipedia.org/wiki/Lauriane_Gilliéron,models,1984,7,25,,,Lausanne,True,Cancer,Leo,Taurus,Gemini,9,7,Rat,5464,2025-12-10 21:23:10,2025-12-10 23:24:43,Yes,No,No
