id,name,wikipedia_url,occupation,birth_year,birth_month,birth_day,birth_hour,birth_minute,birth_location,unknown_time,sun_sign_sidereal,sun_sign_tropical,moon_sign_sidereal,moon_sign_tropical,life_path_number,day_number,chinese_zodiac_animal,page_views,created_at,updated_at,has_chart_data_json,has_planetary_placements_json,has_top_aspects_json
3092,Roy Black,https://en.wikipedia.org/wiki/Roy_Black,actors,1943,1,25,,,Bobingen,True,Capricorn,Aquarius,Leo,Virgo,7,7,Horse,919,2025-12-10 21:06:16,2025-12-10 23:06:29,Yes,No,No
3093,Richard Norton,https://en.wikipedia.org/wiki/Richard_Norton,actors,1950,1,6,,,Croydon,True,Sagittarius,Capricorn,Cancer,Leo,22/4,6,Ox,1386,2025-12-10 21:06:16,2025-12-10 23:06:29,Yes,No,No
3094,Richard Sammel,https://en.wikipedia.org/wiki/Richard_Sammel,actors,1960,1,1,,,Heidelberg,True,Sagittarius,Capricorn,Capricorn,Aquarius,9,1,Pig,124385,2025-12-10 21:06:16,2025-12-10 23:06:29,Yes,No,No
3095,Hans Deppe,https://en.wikipedia.org/wiki/Hans_Deppe,actors,1897,11,12,,,Berlin,True,Libra,Scorpio,Taurus,Gemini,3,3,Rooster,1268,2025-12-10 21:06:16,2025-12-10 23:06:29,Yes,No,No
3096,Johannes Schaaf,https://en.wikipedia.org/wiki/Johannes_Schaaf,actors,1933,4,7,,,Stuttgart,True,Pisces,Aries,Leo,Virgo,9,7,Rooster,1246,2025-12-10 21:06:16,2025-12-10 23:06:29,Yes,No,No
3097,Florian Lukas,https://en.wikipedia.org/wiki/Florian_Lukas,actors,1973,3,16,,,Berlin,True,Pisces,Pisces,Leo,Leo,3,7,Ox,11836,2025-12-10 21:06:16,2025-12-10 23:06:29,Yes,No,No
3098,Hansi Hinterseer,https://en.wikipedia.org/wiki/Hansi_Hinterseer,actors,1954,2,2,,,Kitzbühel,True,Capricorn,Aquarius,Sagittarius,Capricorn,5,2,Snake,16224,2025-12-10 21:06:16,2025-12-10 23:06:29,Yes,No,No
3099,Michael Herbig,https://en.wikipedia.org/wiki/Michael_Herbig,actors,1968,4,29,,,Munich,True,Aries,Taurus,Taurus,Taurus,3,11/2,Monkey,6861,2025-12-10 21:06:16,2025-12-10 23:06:29,Yes,No,No
3100,Show Lo,https://en.wikipedia.org/wiki/Show_Lo,actors,1979,7,30,,,Keelung,True,Cancer,Leo,Virgo,Libra,9,3,Goat,44897,2025-12-10 21:06:16,2025-12-10 23:06:29,Yes,No,No
3101,Dale Dye,https://en.wikipedia.org/wiki/Dale_Dye,actors,1944,10,8,,,Missouri,True,Virgo,Libra,Gemini,Cancer,9,8,Monkey,274098,2025-12-10 21:06:16,2025-12-10 23:06:32,Yes,No,No
3102,Guido Knopp,https://en.wikipedia.org/wiki/Guido_Knopp,actors,1948,1,29,,,Treysa,True,Capricorn,Aquarius,Virgo,Virgo,7,11/2,Pig,4311,2025-12-10 21:06:16,2025-12-10 23:06:32,Yes,No,No
3103,Roma Maffia,https://en.wikipedia.org/wiki/Roma_Maffia,actors,1955,5,31,,,Manhattan,True,Taurus,Gemini,Virgo,Libra,11/2,4,Goat,152456,2025-12-10 21:06:16,2025-12-10 23:06:32,Yes,No,No
3104,Molly Ephraim,https://en.wikipedia.org/wiki/Molly_Ephraim,actors,1986,5,22,,,Philadelphia,True,Taurus,Gemini,Virgo,Scorpio,33/6,4,Tiger,363240,2025-12-10 21:06:16,2025-12-10 23:06:32,Yes,No,No
3105,Dani Levy,https://en.wikipedia.org/wiki/Dani_Levy,actors,1957,11,17,,,Basel,True,Libra,Scorpio,Virgo,Virgo,5,8,Rooster,4961,2025-12-10 21:06:26,2025-12-10 23:06:32,Yes,No,No
3106,Gisela Uhlen,https://en.wikipedia.org/wiki/Gisela_Uhlen,actors,1919,5,16,,,Leipzig,True,Taurus,Taurus,Scorpio,Sagittarius,5,7,Goat,3472,2025-12-10 21:06:26,2025-12-10 23:06:32,Yes,No,No
3107,Frederick Lau,https://en.wikipedia.org/wiki/Frederick_Lau,actors,1989,8,17,,,West Berlin,True,Leo,Leo,Aquarius,Aquarius,7,8,Snake,22233,2025-12-10 21:06:26,2025-12-10 23:06:32,Yes,No,No
3108,Kostja Ullmann,https://en.wikipedia.org/wiki/Kostja_Ullmann,actors,1984,5,30,,,Hamburg,True,Taurus,Gemini,Taurus,Gemini,3,3,Rat,12105,2025-12-10 21:06:26,2025-12-10 23:06:32,Yes,No,No
3109,Cherami Leigh,https://en.wikipedia.org/wiki/Cherami_Leigh,actors,1988,7,19,,,Dallas,True,Gemini,Cancer,Virgo,Virgo,7,1,Dragon,280971,2025-12-10 21:06:26,2025-12-10 23:06:32,Yes,No,No
3110,Zachary Scott,https://en.wikipedia.org/wiki/Zachary_Scott,actors,1914,2,21,,,Austin,True,Aquarius,Pisces,Sagittarius,Capricorn,2,3,Tiger,109801,2025-12-10 21:06:26,2025-12-10 23:06:32,Yes,No,No
3111,Alice Drummond,https://en.wikipedia.org/wiki/Alice_Drummond,actors,1928,5,21,,,Providence,True,Taurus,Gemini,Gemini,Gemini,1,3,Dragon,68750,2025-12-10 21:06:26,2025-12-10 23:06:35,Yes,No,No
3112,Shawn Yue,https://en.wikipedia.org/wiki/Shawn_Yue,actors,1981,11,13,,,British Hong Kong,True,Libra,Scorpio,Taurus,Gemini,7,4,Rooster,28409,2025-12-10 21:06:26,2025-12-10 23:06:35,Yes,No,No
3113,Lisa Eilbacher,https://en.wikipedia.org/wiki/Lisa_Eilbacher,actors,1956,5,5,,,Dhahran,True,Aries,Taurus,Aquarius,Pisces,4,5,Monkey,227681,2025-12-10 21:06:26,2025-12-10 23:06:35,Yes,No,No
3114,Erwin Geschonneck,https://en.wikipedia.org/wiki/Erwin_Geschonneck,actors,1906,12,27,,,Bartoszyce,True,Sagittarius,Capricorn,Taurus,Taurus,1,9,Horse,2866,2025-12-10 21:06:26,2025-12-10 23:06:35,Yes,No,No
3115,Lucy Griffiths,https://en.wikipedia.org/wiki/Lucy_Griffiths,actors,1986,10,10,,,Brighton,True,Virgo,Libra,Sagittarius,Capricorn,8,1,Tiger,237,2025-12-10 21:06:26,2025-12-10 23:06:35,Yes,No,No
3116,Joachim Hansen,https://en.wikipedia.org/wiki/Joachim_Hansen,actors,1930,6,28,,,Frankfurt (Oder),True,Gemini,Cancer,Cancer,Leo,11/2,1,Horse,153,2025-12-10 21:06:26,2025-12-10 23:06:35,Yes,No,No
3117,La Jana,https://en.wikipedia.org/wiki/La_Jana,actors,1905,2,24,,,Mauer,True,Aquarius,Pisces,Virgo,Scorpio,5,6,Snake,366,2025-12-10 21:06:26,2025-12-10 23:06:35,Yes,No,No
3118,Karl Dall,https://en.wikipedia.org/wiki/Karl_Dall,actors,1941,2,1,,,Emden,True,Capricorn,Aquarius,Pisces,Aries,9,1,Dragon,6116,2025-12-10 21:06:26,2025-12-10 23:06:35,Yes,No,No
3119,Maria Simon,https://en.wikipedia.org/wiki/Maria_Simon,actors,1976,2,6,,,Leipzig,True,Capricorn,Aquarius,Pisces,Aries,4,6,Dragon,234,2025-12-10 21:06:26,2025-12-10 23:06:35,Yes,No,No
3120,Wolf Albach-Retty,https://en.wikipedia.org/wiki/Wolf_Albach-Retty,actors,1906,5,28,,,Vienna,True,Taurus,Gemini,Cancer,Leo,4,1,Horse,20900,2025-12-10 21:06:26,2025-12-10 23:06:35,Yes,No,No
3121,Eddi Arent,https://en.wikipedia.org/wiki/Eddi_Arent,actors,1925,5,5,,,Wrzeszcz,True,Aries,Taurus,Virgo,Libra,9,5,Ox,3585,2025-12-10 21:06:26,2025-12-10 23:06:38,Yes,No,No
3122,Pierre Barouh,https://en.wikipedia.org/wiki/Pierre_Barouh,actors,1934,2,19,,,15th arrondissement of Paris,True,Aquarius,Pisces,Aries,Taurus,11/2,1,Dog,12685,2025-12-10 21:06:26,2025-12-10 23:06:38,Yes,No,No
3123,Mietta,https://en.wikipedia.org/wiki/Mietta,actors,1969,11,12,,,Taranto,True,Libra,Scorpio,Ophiuchus,Sagittarius,3,3,Rooster,6737,2025-12-10 21:06:26,2025-12-10 23:06:38,Yes,No,No
3124,Jane Goldman,https://en.wikipedia.org/wiki/Jane_Goldman,actors,1970,6,11,,,London,True,Taurus,Gemini,Leo,Virgo,7,2,Dog,194007,2025-12-10 21:06:26,2025-12-10 23:06:38,Yes,No,No
3125,Alan Carr,https://en.wikipedia.org/wiki/Alan_Carr,actors,1976,6,14,,,Weymouth,True,Taurus,Gemini,Sagittarius,Capricorn,7,5,Dragon,970498,2025-12-10 21:06:26,2025-12-10 23:06:38,Yes,No,No
3126,Harri Stojka,https://en.wikipedia.org/wiki/Harri_Stojka,actors,1957,7,22,,,Vienna,True,Cancer,Cancer,Taurus,Taurus,33/6,4,Rooster,1521,2025-12-10 21:06:26,2025-12-10 23:06:38,Yes,No,No
3127,Josh Sussman,https://en.wikipedia.org/wiki/Josh_Sussman,actors,1983,12,30,,,Teaneck,True,Sagittarius,Capricorn,Libra,Scorpio,9,3,Pig,21767,2025-12-10 21:06:26,2025-12-10 23:06:38,Yes,No,No
3128,Mel Rodriguez,https://en.wikipedia.org/wiki/Mel_Rodriguez,actors,1973,6,12,,,Miami,True,Taurus,Gemini,Libra,Scorpio,11/2,3,Ox,145642,2025-12-10 21:06:26,2025-12-10 23:06:38,Yes,No,No
3129,George Tobias,https://en.wikipedia.org/wiki/George_Tobias,actors,1901,7,14,,,Manhattan,True,Gemini,Cancer,Gemini,Cancer,5,5,Ox,76026,2025-12-10 21:06:26,2025-12-10 23:06:38,Yes,No,No
3130,Hans Clarin,https://en.wikipedia.org/wiki/Hans_Clarin,actors,1929,9,14,,,Wilhelmshaven,True,Leo,Virgo,Capricorn,Capricorn,8,5,Snake,4952,2025-12-10 21:06:26,2025-12-10 23:06:38,Yes,No,No
3131,Hermann Prey,https://en.wikipedia.org/wiki/Hermann_Prey,actors,1929,7,11,,,Berlin,True,Gemini,Cancer,Virgo,Virgo,3,2,Snake,6960,2025-12-10 21:06:26,2025-12-10 23:06:41,Yes,No,No
3132,Kathleen Wilhoite,https://en.wikipedia.org/wiki/Kathleen_Wilhoite,actors,1964,6,29,,,Santa Barbara,True,Gemini,Cancer,Aquarius,Aquarius,1,11/2,Dragon,287346,2025-12-10 21:06:26,2025-12-10 23:06:41,Yes,No,No
3133,Vernon Dobtcheff,https://en.wikipedia.org/wiki/Vernon_Dobtcheff,actors,1934,8,14,,,Nîmes,True,Leo,Leo,Virgo,Libra,3,5,Dog,54157,2025-12-10 21:06:26,2025-12-10 23:06:41,Yes,No,No
3134,Carina Wiese,https://en.wikipedia.org/wiki/Carina_Wiese,actors,1968,2,26,,,Dresden,True,Aquarius,Pisces,Capricorn,Aquarius,7,8,Monkey,10011,2025-12-10 21:06:26,2025-12-10 23:06:41,Yes,No,No
3135,Hans Christian Blech,https://en.wikipedia.org/wiki/Hans_Christian_Blech,actors,1915,2,20,,,Darmstadt,True,Aquarius,Pisces,Aries,Taurus,2,2,Rabbit,22360,2025-12-10 21:06:26,2025-12-10 23:06:41,Yes,No,No
3136,Ken Duken,https://en.wikipedia.org/wiki/Ken_Duken,actors,1979,4,17,,,Heidelberg,True,Pisces,Aries,Sagittarius,Sagittarius,11/2,8,Goat,27019,2025-12-10 21:06:26,2025-12-10 23:06:41,Yes,No,No
3137,Wolfgang Preiss,https://en.wikipedia.org/wiki/Wolfgang_Preiss,actors,1910,2,27,,,Nuremberg,True,Aquarius,Pisces,Virgo,Libra,22/4,9,Dog,34289,2025-12-10 21:06:26,2025-12-10 23:06:41,Yes,No,No
3138,Albrecht Becker,https://en.wikipedia.org/wiki/Albrecht_Becker,actors,1906,11,14,,,Thale,True,Libra,Scorpio,Virgo,Libra,5,5,Horse,4291,2025-12-10 21:06:26,2025-12-10 23:06:41,Yes,No,No
3139,Ron Canada,https://en.wikipedia.org/wiki/Ron_Canada,actors,1949,5,3,,,New York City,True,Aries,Taurus,Gemini,Cancer,4,3,Ox,91788,2025-12-10 21:06:26,2025-12-10 23:06:41,Yes,No,No
3140,Arthur Rosenberg,https://en.wikipedia.org/wiki/Arthur_Rosenberg,actors,1889,12,19,,,Berlin,True,Sagittarius,Sagittarius,Libra,Scorpio,3,1,Ox,4399,2025-12-10 21:06:26,2025-12-10 23:06:41,Yes,No,No
3141,Todd Lowe,https://en.wikipedia.org/wiki/Todd_Lowe,actors,1977,5,10,,,Houston,True,Aries,Taurus,Capricorn,Aquarius,3,1,Snake,105432,2025-12-10 21:06:26,2025-12-10 23:06:44,Yes,No,No
3142,Michael McMillian,https://en.wikipedia.org/wiki/Michael_McMillian,actors,1978,10,21,,,Colorado Springs,True,Virgo,Libra,Gemini,Cancer,11/2,3,Horse,43123,2025-12-10 21:06:26,2025-12-10 23:06:44,Yes,No,No
3143,Clare Bowen,https://en.wikipedia.org/wiki/Clare_Bowen,actors,1984,5,12,,,South Coast,True,Taurus,Taurus,Virgo,Libra,3,3,Rat,145874,2025-12-10 21:06:26,2025-12-10 23:06:44,Yes,No,No
3144,Ewald Balser,https://en.wikipedia.org/wiki/Ewald_Balser,actors,1898,10,5,,,Elberfeld,True,Virgo,Libra,Taurus,Gemini,5,5,Dog,1099,2025-12-10 21:06:26,2025-12-10 23:06:44,Yes,No,No
3145,Jan Englert,https://en.wikipedia.org/wiki/Jan_Englert,actors,1943,5,11,,,Warsaw,True,Aries,Taurus,Cancer,Leo,6,2,Goat,10808,2025-12-10 21:06:26,2025-12-10 23:06:44,Yes,No,No
3146,Adelaide Ferreira,https://en.wikipedia.org/wiki/Adelaide_Ferreira,actors,1959,9,23,,,Alcanena,True,Virgo,Virgo,Taurus,Gemini,11/2,5,Pig,2357,2025-12-10 21:06:26,2025-12-10 23:06:44,Yes,No,No
3147,Eugen Burg,https://en.wikipedia.org/wiki/Eugen_Burg,actors,1871,1,6,,,Berlin,True,Sagittarius,Capricorn,Gemini,Cancer,6,6,Horse,1753,2025-12-10 21:06:26,2025-12-10 23:06:44,Yes,No,No
3148,Kevin S. Bright,https://en.wikipedia.org/wiki/Kevin_S._Bright,actors,1954,11,15,,,New York City,True,Libra,Scorpio,Cancer,Cancer,9,6,Horse,39242,2025-12-10 21:06:26,2025-12-10 23:06:44,Yes,No,No
3149,Walter Janssen,https://en.wikipedia.org/wiki/Walter_Janssen,actors,1887,2,7,,,Krefeld,True,Capricorn,Aquarius,Cancer,Leo,33/6,7,Pig,1578,2025-12-10 21:06:26,2025-12-10 23:06:44,Yes,No,No
3150,Walter Rilla,https://en.wikipedia.org/wiki/Walter_Rilla,actors,1894,8,22,,,Neunkirchen,True,Leo,Leo,Aries,Taurus,7,4,Horse,5006,2025-12-10 21:06:26,2025-12-10 23:06:44,Yes,No,No
3151,Inge Brück,https://en.wikipedia.org/wiki/Inge_Brück,actors,1936,10,12,,,Mannheim,True,Virgo,Libra,Leo,Virgo,5,3,Rat,22196,2025-12-10 21:06:26,2025-12-10 23:06:47,Yes,No,No
3152,Alfred Braun,https://en.wikipedia.org/wiki/Alfred_Braun,actors,1888,5,3,,,Berlin,True,Aries,Taurus,Capricorn,Aquarius,33/6,3,Rat,2048,2025-12-10 21:06:26,2025-12-10 23:06:47,Yes,No,No
3153,Gustav Diessl,https://en.wikipedia.org/wiki/Gustav_Diessl,actors,1899,12,30,,,Vienna,True,Sagittarius,Capricorn,Scorpio,Sagittarius,33/6,3,Pig,6318,2025-12-10 21:06:26,2025-12-10 23:06:47,Yes,No,No
3154,Liesl Karlstadt,https://en.wikipedia.org/wiki/Liesl_Karlstadt,actors,1892,12,12,,,Munich,True,Ophiuchus,Sagittarius,Virgo,Libra,8,3,Dragon,2004,2025-12-10 21:06:26,2025-12-10 23:06:47,Yes,No,No
3155,Friedrich Kayssler,https://en.wikipedia.org/wiki/Friedrich_Kayssler,actors,1874,4,7,,,Nowa Ruda,True,Pisces,Aries,Ophiuchus,Sagittarius,4,7,Dog,874,2025-12-10 21:06:42,2025-12-10 23:06:47,Yes,No,No
3156,Frank Tuttle,https://en.wikipedia.org/wiki/Frank_Tuttle,actors,1892,8,6,,,New York City,True,Leo,Leo,Sagittarius,Capricorn,7,6,Dragon,8221,2025-12-10 21:06:42,2025-12-10 23:06:47,Yes,No,No
3157,Johanna Loisinger,https://en.wikipedia.org/wiki/Johanna_Loisinger,actors,1865,4,18,,,Bratislava,True,Pisces,Aries,Sagittarius,Capricorn,33/6,9,Ox,7051,2025-12-10 21:06:42,2025-12-10 23:06:47,Yes,No,No
3158,Brendan Sexton III,https://en.wikipedia.org/wiki/Brendan_Sexton_III,actors,1980,2,21,,,Staten Island,True,Aquarius,Pisces,Aries,Taurus,5,3,Monkey,201296,2025-12-10 21:06:42,2025-12-10 23:06:47,Yes,No,No
3159,Miloš Kopecký,https://en.wikipedia.org/wiki/Miloš_Kopecký,actors,1922,8,22,,,Prague,True,Leo,Leo,Leo,Leo,8,4,Dog,4657,2025-12-10 21:06:42,2025-12-10 23:06:47,Yes,No,No
3160,Greg Bryk,https://en.wikipedia.org/wiki/Greg_Bryk,actors,1972,8,19,,,Winnipeg,True,Leo,Leo,Ophiuchus,Sagittarius,1,1,Rat,124108,2025-12-10 21:06:42,2025-12-10 23:06:47,Yes,No,No
3161,Charles Korvin,https://en.wikipedia.org/wiki/Charles_Korvin,actors,1907,11,21,,,Piešťany,True,Libra,Scorpio,Taurus,Gemini,22/4,3,Goat,16258,2025-12-10 21:06:42,2025-12-10 23:06:50,Yes,No,No
3162,Henryk Broder,https://en.wikipedia.org/wiki/Henryk_Broder,actors,1946,8,20,,,Katowice,True,Leo,Leo,Taurus,Gemini,3,2,Dog,2738,2025-12-10 21:06:42,2025-12-10 23:06:50,Yes,No,No
3163,Reiner Schöne,https://en.wikipedia.org/wiki/Reiner_Schöne,actors,1942,1,19,,,Fritzlar,True,Sagittarius,Capricorn,Aquarius,Pisces,9,1,Snake,23174,2025-12-10 21:06:42,2025-12-10 23:06:50,Yes,No,No
3164,Evelyn Hamann,https://en.wikipedia.org/wiki/Evelyn_Hamann,actors,1942,8,6,,,Hamburg,True,Cancer,Leo,Taurus,Gemini,3,6,Horse,5497,2025-12-10 21:06:42,2025-12-10 23:06:50,Yes,No,No
3165,Hansjörg Felmy,https://en.wikipedia.org/wiki/Hansjörg_Felmy,actors,1931,1,31,,,Berlin,True,Capricorn,Aquarius,Gemini,Cancer,1,4,Horse,5218,2025-12-10 21:06:42,2025-12-10 23:06:50,Yes,No,No
3166,Raimund Harmstorf,https://en.wikipedia.org/wiki/Raimund_Harmstorf,actors,1939,10,7,,,Hamburg,True,Virgo,Libra,Cancer,Cancer,3,7,Rabbit,8602,2025-12-10 21:06:42,2025-12-10 23:06:50,Yes,No,No
3167,Hannes Messemer,https://en.wikipedia.org/wiki/Hannes_Messemer,actors,1924,5,17,,,Dillingen an der Donau,True,Taurus,Taurus,Virgo,Scorpio,11/2,8,Rat,29608,2025-12-10 21:06:42,2025-12-10 23:06:50,Yes,No,No
3168,Wotan Wilke Möhring,https://en.wikipedia.org/wiki/Wotan_Wilke_Möhring,actors,1967,5,23,,,Detmold,True,Taurus,Gemini,Libra,Scorpio,33/6,5,Goat,15574,2025-12-10 21:06:42,2025-12-10 23:06:50,Yes,No,No
3169,Florin Piersic,https://en.wikipedia.org/wiki/Florin_Piersic,actors,1936,1,27,,,Cluj-Napoca,True,Capricorn,Aquarius,Pisces,Pisces,11/2,9,Pig,15834,2025-12-10 21:06:42,2025-12-10 23:06:50,Yes,No,No
3170,Stephanie Zimbalist,https://en.wikipedia.org/wiki/Stephanie_Zimbalist,actors,1956,10,8,,,Manhattan,True,Virgo,Libra,Scorpio,Sagittarius,3,8,Monkey,275286,2025-12-10 21:06:42,2025-12-10 23:06:50,Yes,No,No
3171,Lorenzo Music,https://en.wikipedia.org/wiki/Lorenzo_Music,actors,1937,5,2,,,Brooklyn,True,Aries,Taurus,Sagittarius,Capricorn,9,2,Ox,114941,2025-12-10 21:06:42,2025-12-10 23:06:52,Yes,No,No
3172,James Donald,https://en.wikipedia.org/wiki/James_Donald,actors,1917,5,18,,,Aberdeen,True,Taurus,Taurus,Pisces,Aries,5,9,Snake,80132,2025-12-10 21:06:42,2025-12-10 23:06:52,Yes,No,No
3173,Meredith Eaton,https://en.wikipedia.org/wiki/Meredith_Eaton,actors,1974,8,26,,,Long Island,True,Leo,Virgo,Ophiuchus,Sagittarius,1,8,Tiger,108051,2025-12-10 21:06:42,2025-12-10 23:06:52,Yes,No,No
3174,Jan Josef Liefers,https://en.wikipedia.org/wiki/Jan_Josef_Liefers,actors,1964,8,8,,,Dresden,True,Leo,Leo,Leo,Leo,9,8,Dragon,16152,2025-12-10 21:06:42,2025-12-10 23:06:52,Yes,No,No
3175,Zen Gesner,https://en.wikipedia.org/wiki/Zen_Gesner,actors,1970,6,23,,,Van Nuys,True,Gemini,Cancer,Aquarius,Aquarius,1,5,Dog,57464,2025-12-10 21:06:42,2025-12-10 23:06:52,Yes,No,No
3176,Gerald du Maurier,https://en.wikipedia.org/wiki/Gerald_du_Maurier,actors,1873,3,26,,,London,True,Pisces,Aries,Aquarius,Pisces,3,8,Rooster,31485,2025-12-10 21:06:42,2025-12-10 23:06:52,Yes,No,No
3177,Alice Belaïdi,https://en.wikipedia.org/wiki/Alice_Belaïdi,actors,1987,3,18,,,Nîmes,True,Pisces,Pisces,Virgo,Scorpio,1,9,Rabbit,43192,2025-12-10 21:06:42,2025-12-10 23:06:52,Yes,No,No
3178,Maxim Mehmet,https://en.wikipedia.org/wiki/Maxim_Mehmet,actors,1975,7,2,,,Kassel,True,Gemini,Cancer,Pisces,Aries,4,2,Rabbit,4940,2025-12-10 21:06:42,2025-12-10 23:06:52,Yes,No,No
3179,Willy Birgel,https://en.wikipedia.org/wiki/Willy_Birgel,actors,1891,9,19,,,Cologne,True,Virgo,Virgo,Pisces,Aries,11/2,1,Rabbit,1843,2025-12-10 21:06:42,2025-12-10 23:06:52,Yes,No,No
3180,Charlotte Kerr,https://en.wikipedia.org/wiki/Charlotte_Kerr,actors,1927,5,29,,,Frankfurt,True,Taurus,Gemini,Aries,Taurus,8,11/2,Rabbit,3717,2025-12-10 21:06:42,2025-12-10 23:06:52,Yes,No,No
3181,Diego Abatantuono,https://en.wikipedia.org/wiki/Diego_Abatantuono,actors,1955,5,20,,,Milan,True,Taurus,Taurus,Aries,Taurus,9,2,Goat,12950,2025-12-10 21:06:42,2025-12-10 23:06:55,Yes,No,No
3182,Hermann Thimig,https://en.wikipedia.org/wiki/Hermann_Thimig,actors,1890,10,3,,,Vienna,True,Virgo,Libra,Taurus,Gemini,22/4,3,Tiger,2573,2025-12-10 21:06:42,2025-12-10 23:06:55,Yes,No,No
3183,Otto Wernicke,https://en.wikipedia.org/wiki/Otto_Wernicke,actors,1893,9,30,,,Osterode am Harz,True,Virgo,Libra,Taurus,Gemini,33/6,3,Snake,11640,2025-12-10 21:06:42,2025-12-10 23:06:55,Yes,No,No
3184,Erich Engel,https://en.wikipedia.org/wiki/Erich_Engel,actors,1891,2,14,,,Hamburg,True,Aquarius,Aquarius,Aries,Taurus,8,5,Rabbit,1944,2025-12-10 21:06:42,2025-12-10 23:06:55,Yes,No,No
3185,Paula Kalenberg,https://en.wikipedia.org/wiki/Paula_Kalenberg,actors,1986,11,9,,,Dinslaken,True,Libra,Scorpio,Capricorn,Aquarius,8,9,Tiger,4811,2025-12-10 21:06:42,2025-12-10 23:06:55,Yes,No,No
3186,Michael Mendl,https://en.wikipedia.org/wiki/Michael_Mendl,actors,1944,4,20,,,Lünen,True,Pisces,Taurus,Pisces,Pisces,6,2,Monkey,12599,2025-12-10 21:06:42,2025-12-10 23:06:55,Yes,No,No
3187,Hanna Ralph,https://en.wikipedia.org/wiki/Hanna_Ralph,actors,1885,9,25,,,Bad Kissingen,True,Virgo,Libra,Pisces,Aries,11/2,7,Rooster,4794,2025-12-10 21:06:42,2025-12-10 23:06:55,Yes,No,No
3188,Gaby Dohm,https://en.wikipedia.org/wiki/Gaby_Dohm,actors,1943,9,23,,,Salzburg,True,Virgo,Virgo,Gemini,Cancer,4,5,Goat,4181,2025-12-10 21:06:42,2025-12-10 23:06:55,Yes,No,No
3189,Enid Markey,https://en.wikipedia.org/wiki/Enid_Markey,actors,1894,2,22,,,Dillon,True,Aquarius,Pisces,Virgo,Libra,1,4,Horse,16870,2025-12-10 21:06:42,2025-12-10 23:06:55,Yes,No,No
3190,Yuri Stoyanov,https://en.wikipedia.org/wiki/Yuri_Stoyanov,actors,1957,7,10,,,Odesa,True,Gemini,Cancer,Sagittarius,Capricorn,3,1,Rooster,11225,2025-12-10 21:06:42,2025-12-10 23:06:55,Yes,No,No
3191,Patricia Navidad,https://en.wikipedia.org/wiki/Patricia_Navidad,actors,1973,5,20,,,Sinaloa,True,Taurus,Taurus,Sagittarius,Capricorn,9,2,Ox,27580,2025-12-10 21:06:42,2025-12-10 23:06:58,Yes,No,No
3192,Günther Kaufmann,https://en.wikipedia.org/wiki/Günther_Kaufmann,actors,1947,6,16,,,Munich,True,Taurus,Gemini,Taurus,Taurus,7,7,Pig,37365,2025-12-10 21:06:42,2025-12-10 23:06:58,Yes,No,No
3193,Alvin Stardust,https://en.wikipedia.org/wiki/Alvin_Stardust,actors,1942,9,27,,,London,True,Virgo,Libra,Aries,Taurus,7,9,Horse,173833,2025-12-10 21:06:42,2025-12-10 23:06:58,Yes,No,No
3194,Joshua Morrow,https://en.wikipedia.org/wiki/Joshua_Morrow,actors,1974,2,8,,,Juneau,True,Capricorn,Aquarius,Leo,Virgo,4,8,Tiger,136049,2025-12-10 21:06:42,2025-12-10 23:06:58,Yes,No,No
3195,René Steinke,https://en.wikipedia.org/wiki/René_Steinke,actors,1963,11,16,,,East Berlin,True,Libra,Scorpio,Libra,Scorpio,1,7,Rabbit,5840,2025-12-10 21:06:42,2025-12-10 23:06:58,Yes,No,No
3196,Ivan Dobronravov,https://en.wikipedia.org/wiki/Ivan_Dobronravov,actors,1989,6,2,,,Voronezh,True,Taurus,Gemini,Taurus,Taurus,8,2,Snake,5496,2025-12-10 21:06:42,2025-12-10 23:06:58,Yes,No,No
3197,Patric Knowles,https://en.wikipedia.org/wiki/Patric_Knowles,actors,1911,11,11,,,Yorkshire,True,Libra,Scorpio,Gemini,Cancer,7,2,Pig,54600,2025-12-10 21:06:42,2025-12-10 23:06:58,Yes,No,No
3198,David Marciano,https://en.wikipedia.org/wiki/David_Marciano,actors,1960,1,7,,,Newark,True,Sagittarius,Capricorn,Aries,Taurus,6,7,Pig,61242,2025-12-10 21:06:42,2025-12-10 23:06:58,Yes,No,No
3199,Frank Giering,https://en.wikipedia.org/wiki/Frank_Giering,actors,1971,11,23,,,Magdeburg,True,Libra,Sagittarius,Capricorn,Aquarius,7,5,Pig,19994,2025-12-10 21:06:42,2025-12-10 23:06:58,Yes,No,No
3200,Hanns Zischler,https://en.wikipedia.org/wiki/Hanns_Zischler,actors,1947,6,18,,,Nuremberg,True,Taurus,Gemini,Taurus,Gemini,9,9,Pig,24412,2025-12-10 21:06:42,2025-12-10 23:06:58,Yes,No,No
3201,Fritz Feld,https://en.wikipedia.org/wiki/Fritz_Feld,actors,1900,10,15,,,Berlin,True,Virgo,Libra,Gemini,Cancer,8,6,Rat,35455,2025-12-10 21:06:42,2025-12-10 23:07:01,Yes,No,No
3202,Norbert Grupe,https://en.wikipedia.org/wiki/Norbert_Grupe,actors,1940,8,25,,,Berlin,True,Leo,Virgo,Taurus,Taurus,11/2,7,Dragon,463,2025-12-10 21:06:42,2025-12-10 23:07:01,Yes,No,No
